,Book Name,Author Name,Publisher,Publish Date,Purchase Info,Page Numbers,Cover Type,Paper Type,Rate,Rating Count,Review Count,Fav Count,To-Read List Count,Price,Discount
111,Bitlerimi Geri Verin!,Pierre Elie Ferrier,GÜNIŞIĞI KİTAPLIĞI,14/08/2023,Bu üründen 7767 adet satın alınmıştır,40.0,Karton Kapak,,5.0,157.0,95.0,1471,73.0,43.9,Kazanacağınız Puan: 56
112,Doğu Ekspresinde Cinayet,Agatha Christie,ALTIN KİTAPLAR,08/08/2023,Bu üründen 22063 adet satın alınmıştır,256.0,Karton Kapak,,5.0,1459.0,805.0,12074,913.0,80.05,Kazanacağınız Puan: 66
113,Çeyiz,Hatice Kübra Tongar,HAYY KİTAP,03/10/2022,Bu üründen 13494 adet satın alınmıştır,176.0,Karton Kapak,,5.0,190.0,145.0,3531,497.0,64.61,Kazanacağınız Puan: 76
114,Uzun Hikaye,Mustafa Kutlu,DERGAH YAYINLARI,01/10/2012,Bu üründen 61663 adet satın alınmıştır,115.0,Karton Kapak,,5.0,3286.0,1643.0,13586,,49.93,Kazanacağınız Puan: 36
115,Dedem Bir Kiraz Ağacı,Angela Nanetti,GÜNIŞIĞI KİTAPLIĞI,28/10/2019,Bu üründen 11890 adet satın alınmıştır,160.0,Karton Kapak,,5.0,247.0,114.0,2214,155.0,70.0,Kazanacağınız Puan: 74
116,Endişe Ağacı,Marianne Musgrove,ALTIN KİTAPLAR - ÖZEL ÜRÜN,08/08/2023,Bu üründen 12537 adet satın alınmıştır,128.0,Karton Kapak,,5.0,257.0,130.0,2302,181.0,50.15,Kazanacağınız Puan: 34
117,İnce Memed 3,Yaşar Kemal,YAPI KREDİ YAYINLARI,27/02/2020,Bu üründen 28587 adet satın alınmıştır,629.0,Karton Kapak,,5.0,1743.0,719.0,12988,,165.03,Kazanacağınız Puan: 68
118,Babaannem Geri Döndü,Şermin Yaşar,TAZE KİTAP,12/04/2021,Bu üründen 18448 adet satın alınmıştır,160.0,Karton Kapak,,5.0,386.0,243.0,3284,393.0,112.66,Kazanacağınız Puan: 96
119,Kasem,Eray Hacıosmanoğlu,HAYY KİTAP,02/03/2023,Bu üründen 4503 adet satın alınmıştır,240.0,Karton Kapak,,5.0,31.0,19.0,969,135.0,87.75,Kazanacağınız Puan: 126
120,Mükemmeller Kulübü,Anıl Basılı,TİMAŞ İLK GENÇ,04/04/2023,Bu üründen 4457 adet satın alınmıştır,128.0,Karton Kapak,,5.0,58.0,35.0,970,91.0,53.63,Kazanacağınız Puan: 72
121,İnce Memed 4,Yaşar Kemal,YAPI KREDİ YAYINLARI,27/02/2020,Bu üründen 26843 adet satın alınmıştır,639.0,Karton Kapak,,5.0,1565.0,651.0,12900,,165.03,Kazanacağınız Puan: 86
122,Gökyüzüne Bakmanın Faydaları,İmam Gazali,NESİL YAYINLARI,12/01/2023,Bu üründen 7846 adet satın alınmıştır,128.0,Karton Kapak,,5.0,306.0,166.0,5073,358.0,45.5,Kazanacağınız Puan: 52
123,Peygamber’im Bugün Yaşasaydı,Hatice Kübra Tongar,HAYY KİTAP,24/01/2023,Bu üründen 4387 adet satın alınmıştır,168.0,Karton Kapak,,5.0,61.0,50.0,1229,114.0,57.71,Kazanacağınız Puan: 94
124,Dedemin Bakkalı - Çırak,Şermin Yaşar,TAZE KİTAP,01/05/2018,Bu üründen 42039 adet satın alınmıştır,160.0,Karton Kapak,,5.0,1535.0,681.0,6447,727.0,119.04,Kazanacağınız Puan: 90
125,Büyük Dostum,Anıl Basılı,TİMAŞ İLK GENÇ,10/11/2022,Bu üründen 5653 adet satın alınmıştır,112.0,Karton Kapak,,5.0,67.0,32.0,1461,122.0,44.7,Kazanacağınız Puan: 50
126,Yazıyı Bulan Çocuk,Sinan Yaşar,FOM KİTAP,08/02/2020,Bu üründen 17516 adet satın alınmıştır,120.0,Karton Kapak,,5.0,272.0,150.0,2754,184.0,53.1,Kazanacağınız Puan: 52
127,Abartma Tozu,Şermin Yaşar,TAZE KİTAP,04/07/2019,Bu üründen 52533 adet satın alınmıştır,160.0,Karton Kapak,,5.0,1671.0,863.0,9800,872.0,120.16,Kazanacağınız Puan: 98
128,Kayıp Ağaçlar Adası,Elif Şafak,DOĞAN KİTAP,21/07/2023,Bu üründen 4148 adet satın alınmıştır,408.0,Karton Kapak,,5.0,57.0,39.0,1806,176.0,106.44,Kazanacağınız Puan: 262
129,Kayıp Tanrılar Ülkesi,Ahmet Ümit,YAPI KREDİ YAYINLARI,09/08/2023,Bu üründen 35358 adet satın alınmıştır,504.0,Karton Kapak,,5.0,1004.0,623.0,13567,,181.5,Kazanacağınız Puan: 98
130,Galateia: Bir Öykü,Madeline Miller,İTHAKİ YAYINLARI,08/12/2022,Bu üründen 4102 adet satın alınmıştır,72.0,Karton Kapak,,4.0,84.0,44.0,4410,267.0,66.66,Kazanacağınız Puan: 80
131,İnsancıklar,Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,13/01/2021,Bu üründen 11255 adet satın alınmıştır,176.0,Karton Kapak,,5.0,182.0,86.0,4759,280.0,19.04,Kazanacağınız Puan: 14
132,Kurtlarla Koşan Kadınlar  Vahşi Kadın Arketipine Dair Mit ve Öyküler,Clarissa Pinkola Estes,AYRINTI YAYINLARI,19/09/2023,Bu üründen 29540 adet satın alınmıştır,544.0,Karton Kapak,,5.0,1016.0,435.0,21335,,175.1,Kazanacağınız Puan: 154
133,Aylak Adam,Yusuf Atılgan,CAN YAYINLARI,06/08/2019,Bu üründen 51619 adet satın alınmıştır,192.0,Karton Kapak,,4.0,2916.0,1322.0,20630,,72.1,Kazanacağınız Puan: 40
134,Doğunun Limanları,Amin Maalouf,YAPI KREDİ YAYINLARI,04/12/2019,Bu üründen 43268 adet satın alınmıştır,183.0,Karton Kapak,,5.0,3125.0,1704.0,18527,,84.16,Kazanacağınız Puan: 48
135,İslamın Dirilişi,Sezai Karakoç,DİRİLİŞ YAYINLARI,09/02/2017,Bu üründen 39910 adet satın alınmıştır,68.0,Karton Kapak,,5.0,1727.0,663.0,8934,,24.5,Kazanacağınız Puan: 34
136,Benim Güzel Başörtülerim,Merve Gülcemal,NESİL ÇOCUK YAYINLARI,06/12/2022,Bu üründen 4383 adet satın alınmıştır,24.0,Karton Kapak,,5.0,69.0,53.0,1618,84.0,70.0,Kazanacağınız Puan: 126
137,Türklerin Tarihi 2  Anadolu'nun Bozkırlarından Avrupa'nın İçlerine,Prof. Dr. İlber Ortaylı,KRONİK KİTAP,08/09/2022,Bu üründen 5443 adet satın alınmıştır,240.0,Karton Kapak,,5.0,70.0,39.0,3734,192.0,45.22,Kazanacağınız Puan: 66
138,Postayla Gelen Deniz Kabuğu,Behiç Ak,GÜNIŞIĞI KİTAPLIĞI,07/03/2022,Bu üründen 17258 adet satın alınmıştır,160.0,Karton Kapak,,5.0,293.0,114.0,1926,145.0,75.8,Kazanacağınız Puan: 68
139,Martin Eden (Beyaz Kapak),Jack London,CAN YAYINLARI,25/04/2019,Bu üründen 8578 adet satın alınmıştır,496.0,Karton Kapak,,5.0,279.0,151.0,6499,378.0,58.63,Kazanacağınız Puan: 62
140,101 Atasözü 101 Öykü,Süleyman Bulut,CAN ÇOCUK YAYINLARI,01/03/2019,Bu üründen 32229 adet satın alınmıştır,200.0,Karton Kapak,,5.0,847.0,380.0,3454,350.0,69.8,Kazanacağınız Puan: 50
141,Yarının Adamı  Mustafa Kemal'i Anlamak,Con Sinov,MASA KİTAP,19/10/2022,Bu üründen 4753 adet satın alınmıştır,352.0,Karton Kapak,,5.0,80.0,56.0,2133,227.0,107.4,Kazanacağınız Puan: 190
142,İktidar (Güç Sahibi Olmanın 48 Yasası),"Robert Greene,  

 Joost Elffers",ALTIN KİTAPLAR,08/08/2023,Bu üründen 11858 adet satın alınmıştır,622.0,Karton Kapak,,4.0,377.0,212.0,6988,508.0,127.27,Kazanacağınız Puan: 156
143,Peygamberime Benziyorum (3’lü Set),Hatice Kübra Tongar,AİLE YAYINLARI,18/09/2023,Bu üründen 3766 adet satın alınmıştır,108.0,Karton Kapak,,5.0,20.0,15.0,614,45.0,227.6,Kazanacağınız Puan: 456
144,Sol Ayağım,Christy Brown,NORA KİTAP,25/08/2017,Bu üründen 25120 adet satın alınmıştır,192.0,Karton Kapak,,5.0,1069.0,477.0,8421,675.0,66.97,Kazanacağınız Puan: 70
145,Allah’ı Neden Göremiyorum ? / Küçük Merve’nin Büyük Soruları 1,Merve Gülcemal,CEZVE ÇOCUK,17/11/2020,Bu üründen 17064 adet satın alınmıştır,36.0,Karton Kapak,,5.0,356.0,220.0,4995,215.0,54.54,Kazanacağınız Puan: 64
146,Rüzgarlı Tepedeki Dükkan  Saklı Dünya Hikayeleri,Tuğba Coşkuner,CEZVE ÇOCUK,18/08/2022,Bu üründen 7913 adet satın alınmıştır,64.0,Karton Kapak,,5.0,133.0,84.0,2415,178.0,54.12,Kazanacağınız Puan: 60
147,Sofie'nin Dünyası  Felsefe Tarihi Üzerine Bir Roman,Jostein Gaarder,PAN YAYINCILIK,27/02/2017,Bu üründen 49357 adet satın alınmıştır,591.0,Karton Kapak,,5.0,3200.0,1724.0,28393,,183.97,Kazanacağınız Puan: 168
148,"Tüfek, Mikrop ve Çelik (Karton Kapak)",Jared Diamond,PEGASUS YAYINLARI,28/09/2018,Bu üründen 68091 adet satın alınmıştır,664.0,Karton Kapak,,5.0,3391.0,1536.0,24355,,189.98,Kazanacağınız Puan: 116
149,Paranın Psikolojisi,Morgan Housel,SCALA YAYINCILIK,17/03/2022,Bu üründen 8473 adet satın alınmıştır,312.0,Karton Kapak,,5.0,82.0,46.0,4787,259.0,160.0,Kazanacağınız Puan: 154
150,Ya Baki Entel Baki,Mehmet  Yıldız,TİMAŞ YAYINLARI,05/04/2023,Bu üründen 5201 adet satın alınmıştır,224.0,Karton Kapak,,5.0,44.0,37.0,953,137.0,105.0,Kazanacağınız Puan: 144
151,Yaşadım Demek İçin Ne Yapmalı?,"Muazzez İlmiye Çığ,  

 Büşra Sanay",TUHAF,25/05/2023,Bu üründen 3647 adet satın alınmıştır,232.0,Karton Kapak,,5.0,54.0,29.0,2836,157.0,111.6,Kazanacağınız Puan: 170
152,Matilda,Roald Dahl,CAN ÇOCUK YAYINLARI,14/01/2022,Bu üründen 26518 adet satın alınmıştır,256.0,Karton Kapak,,5.0,774.0,353.0,4342,412.0,81.1,Kazanacağınız Puan: 74
153,Güneşi Bile Tamir Eden Adam,Behiç Ak,GÜNIŞIĞI KİTAPLIĞI,04/11/2019,Bu üründen 17838 adet satın alınmıştır,68.0,Karton Kapak,,5.0,402.0,169.0,2223,159.0,64.2,Kazanacağınız Puan: 64
154,İki Dünya Arasında,Julia Sena Yamanoğlu,NESİL YAYINLARI,18/11/2022,Bu üründen 7126 adet satın alınmıştır,128.0,Karton Kapak,,5.0,89.0,69.0,2090,305.0,54.0,Kazanacağınız Puan: 66
155,Gün Olur Asra Bedel,Cengiz Aytmatov,KETEBE YAYINEVİ,02/06/2021,Bu üründen 8463 adet satın alınmıştır,444.0,Karton Kapak,,5.0,209.0,101.0,4025,306.0,81.0,Kazanacağınız Puan: 36
156,Yaşasın Ç Harfi Kardeşliği!,Behiç Ak,GÜNIŞIĞI KİTAPLIĞI,14/10/2019,Bu üründen 18169 adet satın alınmıştır,104.0,Karton Kapak,,5.0,324.0,134.0,1796,195.0,64.2,Kazanacağınız Puan: 70
157,Pandora’nın Kutusu,Osamu Dazai,İTHAKİ YAYINLARI,16/11/2023,Bu üründen 3454 adet satın alınmıştır,144.0,Karton Kapak,,5.0,61.0,29.0,3849,180.0,43.2,Kazanacağınız Puan: 56
158,Harry Potter ve Felsefe Taşı,J. K. Rowling,YAPI KREDİ YAYINLARI,07/10/2023,Bu üründen 54048 adet satın alınmıştır,274.0,Karton Kapak,,5.0,3760.0,1807.0,11651,,84.1,Kazanacağınız Puan: 58
159,Güneşi Uyandıralım,Jose Mauro De Vasconcelos,CAN YAYINLARI,06/08/2019,Bu üründen 72377 adet satın alınmıştır,272.0,Karton Kapak,,5.0,4540.0,1979.0,30264,,105.6,Kazanacağınız Puan: 66
160,Algernon'a Çiçekler,Daniel Keyes,KORİDOR YAYINCILIK,18/03/2015,Bu üründen 11974 adet satın alınmıştır,325.0,Karton Kapak,,5.0,1001.0,568.0,7701,622.0,77.2,Kazanacağınız Puan: 70
161,"Kitleler Psikolojisi (Ciltli, İplik Dikişli)",Gustave Le Bon,KAPRA YAYINCILIK,26/07/2022,Bu üründen 4258 adet satın alınmıştır,168.0,Karton Kapak,,5.0,55.0,29.0,3064,141.0,29.9,Kazanacağınız Puan: 40
162,Kimse Bakmazken Duygular Ne Yapar?,"Tina Oziewicz ,  

 Aleksandra Zajac",DOMİNGO ÇOCUK,29/09/2022,Bu üründen 3838 adet satın alınmıştır,68.0,Karton Kapak,,5.0,69.0,49.0,1691,78.0,62.52,Kazanacağınız Puan: 80
163,Suyu Arayan Adam,Şevket Süreyya Aydemir,REMZİ KİTABEVİ,13/01/2020,Bu üründen 16980 adet satın alınmıştır,408.0,Karton Kapak,,5.0,830.0,401.0,10619,739.0,153.76,Kazanacağınız Puan: 116
164,KPSS'nin Haritası,Semra Dilekçi,KİTAPYURDU DOĞRUDAN YAYINCILIK (KDY),07/12/2022,Bu üründen 3401 adet satın alınmıştır,126.0,Karton Kapak,,5.0,57.0,53.0,483,79.0,128.0,Kazanacağınız Puan: 260
165,Minikler İçin Peygamberimiz,Hatice Kübra Tongar,AİLE YAYINLARI,19/09/2023,Bu üründen 3634 adet satın alınmıştır,18.0,Karton Kapak,,5.0,20.0,19.0,476,46.0,75.7,Kazanacağınız Puan: 200
166,Kırmızı Pelerin,Dr. Gülseren Budayıcıoğlu,DOĞAN KİTAP,16/11/2022,Bu üründen 3749 adet satın alınmıştır,424.0,Karton Kapak,,5.0,61.0,40.0,1851,181.0,110.9,Kazanacağınız Puan: 230
167,Masal Masal İçinde,Ahmet Ümit,YAPI KREDİ YAYINLARI,03/08/2023,Bu üründen 17220 adet satın alınmıştır,144.0,Karton Kapak,,5.0,326.0,171.0,3019,191.0,64.01,Kazanacağınız Puan: 44
168,Kıl Niyazi,Hatice Kübra Tongar,AİLE YAYINLARI,11/10/2023,Bu üründen 3580 adet satın alınmıştır,56.0,Karton Kapak,,5.0,21.0,16.0,395,59.0,38.6,Kazanacağınız Puan: 78
169,Çetin Ceviz ve Çetonya,Sinan Yaşar,FOM KİTAP,08/01/2022,Bu üründen 8292 adet satın alınmıştır,64.0,Karton Kapak,,5.0,112.0,66.0,1608,115.0,35.76,Kazanacağınız Puan: 38
170,Yaşlı Adam ve Deniz,Ernest Hemingway,BİLGİ YAYINEVİ,01/04/2019,Bu üründen 30694 adet satın alınmıştır,88.0,Karton Kapak,,5.0,2013.0,966.0,14561,,56.06,Kazanacağınız Puan: 56
171,Vücudunuz Hayır Diyorsa  Duygusal Stresin Bedelleri,Gabor Mate,İLETİŞİM YAYINLARI,19/12/2022,Bu üründen 9639 adet satın alınmıştır,382.0,Karton Kapak,,5.0,217.0,100.0,6934,377.0,149.6,Kazanacağınız Puan: 156
172,Outliers (Çizginin Dışındakiler)  Bazı İnsanlar Neden Daha Başarılı Olur?,Malcolm Gladwell,MEDİACAT KİTAPLARI,17/06/2020,Bu üründen 26735 adet satın alınmıştır,244.0,Karton Kapak,,5.0,910.0,463.0,15798,,103.01,Kazanacağınız Puan: 86
173,Fareler ve İnsanlar,John Steinbeck,SEL YAYINCILIK,26/01/2023,Bu üründen 133032 adet satın alınmıştır,111.0,Karton Kapak,,5.0,9876.0,4586.0,46911,,66.6,Kazanacağınız Puan: 48
174,Yabancı,Albert Camus,CAN YAYINLARI,09/04/2021,Bu üründen 8593 adet satın alınmıştır,112.0,Karton Kapak,,5.0,175.0,96.0,5102,234.0,53.5,Kazanacağınız Puan: 48
175,Limon Kütüphanesi,Jo Cotterill,TİMAŞ GENÇ,14/10/2021,Bu üründen 17915 adet satın alınmıştır,192.0,Karton Kapak,,5.0,513.0,244.0,3096,340.0,67.55,Kazanacağınız Puan: 68
176,Beş Şehir,Ahmet Hamdi Tanpınar,DERGAH YAYINLARI,15/09/2017,Bu üründen 40732 adet satın alınmıştır,224.0,Karton Kapak,,5.0,2410.0,1067.0,18422,,104.4,Kazanacağınız Puan: 72
177,Küçük İşler Büyük Özgürlükler  Para Kazanmanın Unutturulmuş Sırları,Mert Başaran,BUTİK YAYINCILIK,21/07/2022,Bu üründen 5573 adet satın alınmıştır,208.0,Karton Kapak,,5.0,79.0,58.0,1671,123.0,125.6,Kazanacağınız Puan: 98
178,Benim Peygamber’im Çocukları Çok Severdi,Merve Gülcemal,CEZVE ÇOCUK,24/10/2022,Bu üründen 4856 adet satın alınmıştır,24.0,Karton Kapak,,5.0,59.0,40.0,1701,61.0,52.8,Kazanacağınız Puan: 58
179,"İrade Terbiyesi (Ciltli, İplik Dikişli)",Jules Payot,KAPRA YAYINCILIK,26/07/2022,Bu üründen 4273 adet satın alınmıştır,232.0,Ciltli,,5.0,67.0,32.0,2368,159.0,29.9,Kazanacağınız Puan: 40
180,Delifişek,Jose Mauro De Vasconcelos,CAN YAYINLARI,06/08/2019,Bu üründen 63716 adet satın alınmıştır,88.0,Karton Kapak,,5.0,3806.0,1670.0,22305,,56.1,Kazanacağınız Puan: 32
181,Mai ve Siyah,Halid Ziya Uşaklıgil,KAPRA YAYINCILIK,11/02/2021,Bu üründen 8943 adet satın alınmıştır,296.0,Karton Kapak,,5.0,125.0,60.0,4141,229.0,14.9,Kazanacağınız Puan: 20
182,Liderlik  Dünya Stratejisiyle İlgili Altı Ders,Henry Kissinger,RUNİK KİTAP,29/03/2023,Bu üründen 3950 adet satın alınmıştır,576.0,Karton Kapak,,5.0,82.0,31.0,3451,197.0,113.1,Kazanacağınız Puan: 152
183,"Filippo, Ben ve Kiraz Ağacı",Paola Peretti,TİMAŞ GENÇ,19/09/2023,Bu üründen 3211 adet satın alınmıştır,144.0,Karton Kapak,,5.0,55.0,30.0,1503,149.0,52.5,Kazanacağınız Puan: 86
184,Uçan Sınıf,Erich Kastner,CAN ÇOCUK YAYINLARI,07/03/2019,Bu üründen 45151 adet satın alınmıştır,188.0,Karton Kapak,,5.0,1468.0,463.0,5290,631.0,64.2,Kazanacağınız Puan: 60
185,Sırça Köşk,Sabahattin Ali,YAPI KREDİ YAYINLARI,24/09/2021,Bu üründen 75631 adet satın alınmıştır,141.0,Karton Kapak,,5.0,5666.0,2418.0,21448,,16.38,Kazanacağınız Puan: 14
186,Âşıklara Yer Yok,Tarık Tufan,DOĞAN KİTAP,18/01/2023,Bu üründen 3260 adet satın alınmıştır,312.0,Karton Kapak,,5.0,101.0,57.0,1499,155.0,86.05,Kazanacağınız Puan: 154
187,İblis İmparatorluğu /  Büyük Sıfırlama,Mustafa Güldağı,LOPUS,20/02/2023,Bu üründen 3188 adet satın alınmıştır,368.0,Karton Kapak,,5.0,58.0,38.0,828,135.0,72.0,Kazanacağınız Puan: 130
188,Çetin Ceviz ve Mucide,Sinan Yaşar,FOM KİTAP,21/08/2019,Bu üründen 19244 adet satın alınmıştır,96.0,Karton Kapak,,5.0,453.0,202.0,2116,163.0,50.6,Kazanacağınız Puan: 48
189,Keloğlan Namaz Peşinde,Merve Gülcemal,CEZVE ÇOCUK,10/09/2021,Bu üründen 11214 adet satın alınmıştır,36.0,Karton Kapak,,5.0,198.0,133.0,3286,149.0,56.65,Kazanacağınız Puan: 64
190,Gezegenimiz Dünya / İlk Okuma,Leonie Pratt,TÜBİTAK YAYINLARI,01/06/2013,Bu üründen 7707 adet satın alınmıştır,33.0,Karton Kapak,,5.0,217.0,94.0,1274,96.0,11.05,Kazanacağınız Puan: 12
191,Bir İdam Mahkumunun Son Günü,Victor Hugo,KARBON KİTAPLAR,07/08/2018,Bu üründen 24959 adet satın alınmıştır,85.0,Karton Kapak,,5.0,1157.0,565.0,9100,677.0,27.55,Kazanacağınız Puan: 26
192,Bavula Sığmayan,Nermin Yıldırım,HEP KİTAP,08/12/2022,Bu üründen 3090 adet satın alınmıştır,232.0,Karton Kapak,,4.0,63.0,42.0,1705,114.0,60.72,Kazanacağınız Puan: 100
193,Genç Werther’in Acıları,Johann Wolfgang Goethe,KAPRA YAYINCILIK,21/01/2021,Bu üründen 9374 adet satın alınmıştır,120.0,Karton Kapak,,5.0,148.0,73.0,3481,239.0,13.33,Kazanacağınız Puan: 14
194,Gül Yetiştiren Adam,Rasim Özdenören,İZ YAYINCILIK,04/05/2023,Bu üründen 41751 adet satın alınmıştır,136.0,Karton Kapak,,5.0,2717.0,1168.0,12536,,68.0,Kazanacağınız Puan: 50
195,Çatıdaki Gezegen,Behiç Ak,GÜNIŞIĞI KİTAPLIĞI,19/08/2019,Bu üründen 11510 adet satın alınmıştır,180.0,Karton Kapak,,5.0,210.0,92.0,1482,154.0,83.63,Kazanacağınız Puan: 66
196,Toprak Ana,Cengiz Aytmatov,KETEBE YAYINEVİ,02/06/2021,Bu üründen 7566 adet satın alınmıştır,148.0,Karton Kapak,,5.0,164.0,83.0,2701,193.0,40.8,Kazanacağınız Puan: 22
197,Gerçek Özgürlük,Doğan Cüceloğlu,KRONİK KİTAP,10/12/2021,Bu üründen 5311 adet satın alınmıştır,344.0,Karton Kapak,,5.0,64.0,37.0,5244,193.0,86.27,Kazanacağınız Puan: 86
198,Bir İdam Mahkumunun Son Günü (Cep Boy) (Tam Metin),Victor Hugo,KARBON KİTAPLAR,15/05/2019,Bu üründen 26557 adet satın alınmıştır,101.0,Karton Kapak,,5.0,947.0,417.0,5398,564.0,8.9,Kazanacağınız Puan: 8
199,Otuz Milyon Kelime  Çocuğunuzun Beynini Geliştirin,Dr. Dana Suskind,BUZDAĞI YAYINLARI,25/02/2023,Bu üründen 28027 adet satın alınmıştır,304.0,Karton Kapak,,5.0,1124.0,632.0,12314,806.0,152.1,Kazanacağınız Puan: 180
200,Böyle Buyurdu Zerdüşt,Friedrich Nietzsche,KAPRA YAYINCILIK,28/11/2020,Bu üründen 11408 adet satın alınmıştır,300.0,Karton Kapak,,5.0,167.0,85.0,4259,321.0,19.8,Kazanacağınız Puan: 20
201,Hayvan Çiftliği,George Orwell,KAPRA YAYINCILIK,05/01/2021,Bu üründen 17220 adet satın alınmıştır,96.0,Karton Kapak,,5.0,327.0,189.0,2667,332.0,9.9,Kazanacağınız Puan: 14
202,Zamansızlık Kapsülü,Ömer Faruk Paksu,AİLE YAYINLARI,19/09/2023,Bu üründen 2928 adet satın alınmıştır,160.0,Karton Kapak,,5.0,14.0,13.0,357,46.0,65.1,Kazanacağınız Puan: 200
203,"Böyle Buyurdu Zerdüşt (Ciltli, İplik Dikişli)",Friedrich Nietzsche,KAPRA YAYINCILIK,26/07/2022,Bu üründen 3493 adet satın alınmıştır,300.0,Ciltli,,5.0,45.0,18.0,2611,124.0,29.9,Kazanacağınız Puan: 40
204,Yalın Tutku,Annie Ernaux,CAN YAYINLARI,11/01/2022,Bu üründen 4004 adet satın alınmıştır,56.0,Karton Kapak,,4.0,101.0,44.0,2378,120.0,44.22,Kazanacağınız Puan: 40
205,Yitik Cennet,Sezai Karakoç,DİRİLİŞ YAYINLARI,01/05/2013,Bu üründen 34646 adet satın alınmıştır,144.0,Karton Kapak,,5.0,1466.0,612.0,8605,971.0,35.0,Kazanacağınız Puan: 56
206,Mırıldanan Çocuk,Gabriele Clima,TİMAŞ İLK GENÇ,12/08/2020,Bu üründen 11946 adet satın alınmıştır,184.0,Karton Kapak,,5.0,249.0,128.0,2166,223.0,58.85,Kazanacağınız Puan: 56
207,Düşün ve Zengin Ol,Napoleon Hill,ALTIN KİTAPLAR,08/08/2023,Bu üründen 8866 adet satın alınmıştır,237.0,Karton Kapak,,4.0,189.0,100.0,4919,325.0,72.6,Kazanacağınız Puan: 72
208,Açlık,Knut Hamsun,KAPRA YAYINCILIK,01/01/2023,Bu üründen 6154 adet satın alınmıştır,192.0,Karton Kapak,,5.0,80.0,40.0,1192,132.0,12.9,Kazanacağınız Puan: 16
209,Milli İstihbarat Teşkilatı (1826-2023),Polat Safi,KRONİK KİTAP,22/06/2023,Bu üründen 2991 adet satın alınmıştır,528.0,Karton Kapak,,5.0,53.0,20.0,1711,171.0,148.5,
210,Küçük Kara Balık (Ciltsiz),Samed Behrengi,CAN ÇOCUK YAYINLARI,19/12/2018,Bu üründen 27618 adet satın alınmıştır,56.0,Karton Kapak,,5.0,1833.0,783.0,4035,431.0,25.9,Kazanacağınız Puan: 24
211,Sınırlar  Hayatınızı Kontrol Etmek İçin Ne Zaman Evet Nasıl Hayır Demelisiniz,"John Townsend,  

 Henry Cloud",DİYOJEN YAYINCILIK,01/07/2019,Bu üründen 6178 adet satın alınmıştır,312.0,Karton Kapak,,5.0,59.0,35.0,2517,129.0,81.4,Kazanacağınız Puan: 76
212,"Bin Dokuz Yüz Seksen Dört 1984 (Ciltli, İplik Dikişli)",George Orwell,KAPRA YAYINCILIK,26/07/2022,Bu üründen 3766 adet satın alınmıştır,296.0,Ciltli,,5.0,62.0,37.0,2636,134.0,38.08,Kazanacağınız Puan: 40
213,Balino,Anıl Basılı,TİMAŞ ÇOCUK YAYINLARI,22/09/2023,Bu üründen 12533 adet satın alınmıştır,64.0,Karton Kapak,,5.0,500.0,248.0,1736,171.0,49.1,Kazanacağınız Puan: 42
214,İrade Terbiyesi (Cep Boy) (Tam Metin),Jules Payot,KARBON KİTAPLAR,13/05/2020,Bu üründen 12648 adet satın alınmıştır,280.0,Karton Kapak,,5.0,310.0,146.0,2061,323.0,8.9,Kazanacağınız Puan: 8
215,Milli Mücadele Tarihi,Prof. Dr. Halil İnalcık,KRONİK KİTAP,18/10/2022,Bu üründen 3847 adet satın alınmıştır,208.0,Karton Kapak,,5.0,84.0,43.0,3537,180.0,74.67,Kazanacağınız Puan: 80
216,Başarıya Götüren Aile,Doğan Cüceloğlu,REMZİ KİTABEVİ,30/10/2019,Bu üründen 34821 adet satın alınmıştır,143.0,Karton Kapak,,5.0,1165.0,535.0,10600,673.0,65.7,Kazanacağınız Puan: 54
217,Gacagucu ve Dünyanın Öbür Ucu,Sinan Yaşar,FOM KİTAP,02/02/2021,Bu üründen 8677 adet satın alınmıştır,48.0,Karton Kapak,,5.0,161.0,106.0,1314,93.0,39.6,Kazanacağınız Puan: 36
218,Huzur,Ahmet Hamdi Tanpınar,DERGAH YAYINLARI,01/09/2013,Bu üründen 34614 adet satın alınmıştır,419.0,Karton Kapak,,5.0,2333.0,1070.0,22119,,194.1,Kazanacağınız Puan: 98
219,Küçük Prens (Cep Boy) (Tam Metin),Antoine De Saint Exupery,KARBON KİTAPLAR,14/05/2019,Bu üründen 44275 adet satın alınmıştır,117.0,Karton Kapak,,5.0,716.0,370.0,3053,302.0,8.9,Kazanacağınız Puan: 8
220,"Bütün Şiirleri (Ciltli, İplik Dikişli)",Orhan Veli Kanık,KAPRA YAYINCILIK,26/07/2022,Bu üründen 3563 adet satın alınmıştır,250.0,Ciltli,,5.0,73.0,35.0,2572,105.0,29.9,Kazanacağınız Puan: 40
221,Oh Ne Ala Memleket,Şermin Yaşar,DOĞAN EGMONT ÇOCUK KİTAPLARI,22/07/2020,Bu üründen 9570 adet satın alınmıştır,168.0,Karton Kapak,,5.0,177.0,95.0,2269,193.0,108.29,Kazanacağınız Puan: 106
222,Yeşil Kafalar 1 / Ormanı Yemek Yasak,Tuğba Coşkuner,CEZVE ÇOCUK,09/06/2021,Bu üründen 16864 adet satın alınmıştır,200.0,Karton Kapak,,5.0,585.0,278.0,2554,280.0,59.25,Kazanacağınız Puan: 72
